date;daily_sales
16/12/2024;96834.09
10/03/2025;96747.68
29/08/2024;95681.22
07/02/2025;94929.13
23/01/2025;94841.66
07/12/2024;94722.68
05/10/2024;94576.23
04/04/2024;93854.64
28/10/2023;93789.07
27/03/2022;93689.92
05/05/2024;93647.07
05/05/2025;93218.62
22/03/2023;91889.01
17/12/2024;91177.58
04/12/2024;90932.18
22/03/2025;90722.33
13/04/2025;90620.4
10/02/2025;90445.11
10/04/2025;90126.18
18/04/2025;90122.62
11/07/2024;89868.52
06/09/2023;89840.26
14/10/2024;89761.45
07/04/2025;89572.94
26/08/2024;89474.82
01/10/2024;89445.74
26/06/2024;89197.47
22/08/2023;88920.78
27/07/2024;88826.17
14/08/2024;88744.72
13/07/2023;88543.68
03/01/2025;88261.25
01/07/2024;87878.04
21/04/2025;87748.48
21/01/2024;87715.7
05/03/2025;87666.27
24/01/2025;87431.95
27/08/2024;87423.15
20/06/2024;86967.98
08/04/2024;86794.03
01/04/2024;86673.56
11/03/2024;86652.1
09/12/2024;86292.64
06/11/2023;86255.89
22/12/2022;85812.07
29/05/2025;85517.69
14/12/2024;85275.44
20/12/2024;84607.65
22/12/2024;84555.22
21/03/2025;84492.11
01/09/2024;84378.96
07/07/2024;84304.84
06/08/2024;84004.07
09/04/2024;83680.72
26/11/2024;83570.58
23/04/2024;83463.52
17/08/2024;83239.6
02/04/2025;83238.51
20/11/2023;82257.85
13/08/2024;82114.59
06/05/2025;82066.25
15/01/2025;82045.39
12/04/2025;81980.27
03/03/2025;81620.91
23/02/2024;81577.14
28/10/2024;81555.01
04/01/2025;81535.79
12/02/2025;81284.46
08/01/2025;81232.58
17/02/2024;81122.89
13/08/2023;81118.66
11/03/2023;80994.08
10/01/2025;80957.28
06/10/2021;80682.16
05/08/2024;80664.25
02/06/2024;80550.28
28/12/2024;80317.28
17/09/2024;80244.68
22/09/2024;79983.29
11/09/2024;79578.75
30/08/2024;79289.79
19/09/2024;79284.36
17/10/2024;79278.0
29/01/2024;79080.27
01/01/2023;78784.41
26/08/2023;78555.24
04/02/2025;78480.63
10/05/2025;78133.35
15/10/2024;77880.39
12/11/2023;77875.24
09/07/2024;77836.62
22/01/2025;77822.05
17/03/2025;77438.03
03/02/2023;77036.65
17/11/2024;76779.83
15/02/2025;76736.64
04/09/2024;76639.07
11/03/2025;76414.64
04/02/2024;76369.89
11/01/2025;76237.38
13/12/2023;75947.07
03/03/2024;75809.25
07/12/2023;75662.05
25/10/2024;75517.18
09/09/2024;75338.43
04/08/2024;74785.79
09/01/2025;74729.23
20/12/2022;74457.7
13/10/2024;74317.47
14/04/2025;74066.3
18/02/2025;74032.74
26/04/2023;73706.6
17/05/2025;73433.33
20/02/2023;73160.83
07/02/2024;73010.24
14/09/2024;72974.89
03/03/2023;72541.25
01/11/2024;72431.11
15/12/2023;72338.9
02/02/2025;72256.26
05/11/2024;72220.4
01/08/2024;72144.91
12/12/2024;71898.75
16/02/2024;71780.69
19/02/2025;71768.21
24/02/2024;71656.85
24/03/2025;71584.3
16/08/2024;71520.82
09/10/2024;71370.16
23/10/2024;71136.18
03/10/2024;70950.75
22/10/2023;70846.98
22/04/2025;70696.14
18/11/2024;70649.42
01/03/2025;70424.24
07/10/2020;69876.19
12/07/2023;69867.09
15/06/2024;69838.98
04/10/2024;69781.71
15/12/2022;69537.54
21/11/2024;69515.25
17/06/2024;69406.27
19/12/2024;69377.93
28/05/2024;69223.72
21/10/2023;69114.53
10/11/2024;68978.83
02/05/2025;68915.72
02/01/2025;68755.86
18/03/2025;68610.47
15/09/2023;68538.17
18/10/2024;68461.47
15/04/2024;68420.42
08/09/2024;68045.15
27/11/2024;67889.61
01/12/2024;67837.64
12/03/2025;67752.91
23/05/2022;67598.15
30/07/2024;67259.9
06/05/2023;66986.76
14/06/2024;66903.96
30/12/2022;66870.17
07/10/2024;66813.34
07/01/2025;66753.06
26/05/2023;66616.88
31/01/2025;66551.78
11/10/2024;66402.3
30/03/2024;66181.66
20/12/2023;66114.05
10/08/2024;65610.65
05/12/2021;65508.77
22/12/2023;65428.81
05/09/2024;65027.68
06/08/2023;64852.85
01/03/2023;64703.36
05/07/2023;64686.19
09/11/2023;64514.88
12/09/2024;64449.0
12/08/2024;64164.61
27/02/2024;64067.9
03/10/2019;64050.01
26/11/2023;63575.17
13/06/2024;63425.41
20/11/2024;63364.67
03/06/2024;62912.41
07/11/2024;62799.15
29/11/2024;62738.18
31/08/2024;62713.47
21/04/2024;62703.51
08/07/2024;62351.68
24/12/2023;62236.81
08/11/2024;62194.3
02/10/2023;62085.08
21/07/2023;62018.61
30/10/2023;61992.58
29/04/2025;61855.5
14/10/2022;61512.82
27/09/2024;61506.22
22/02/2025;61408.33
05/12/2024;61337.84
21/09/2024;61117.39
08/06/2024;61073.24
05/02/2024;61052.79
16/09/2024;60952.07
20/10/2024;60775.13
28/01/2023;60655.17
18/03/2024;60570.23
31/03/2024;60268.76
25/12/2021;60035.26
09/07/2021;59972.81
20/02/2025;59925.69
03/01/2024;59839.22
13/11/2024;59772.13
08/12/2024;59446.99
12/10/2024;59136.45
24/08/2023;59028.73
06/10/2024;59003.29
02/05/2024;58993.35
21/02/2025;58974.99
06/01/2025;58942.63
28/11/2024;58862.96
28/02/2024;58793.62
13/12/2024;58741.84
09/05/2024;58695.48
23/06/2024;58642.44
08/10/2023;58635.76
21/03/2022;58601.71
22/11/2022;58502.17
23/05/2023;58335.47
16/04/2024;58323.19
14/02/2021;58315.82
19/03/2022;58228.62
29/11/2022;58210.44
03/02/2025;57983.39
12/03/2023;57981.93
14/08/2021;57963.91
25/09/2023;57922.72
31/01/2024;57900.76
21/06/2024;57853.31
10/06/2024;57837.74
09/06/2024;57828.66
13/12/2022;57814.4
28/12/2023;57805.0
15/11/2024;57798.39
15/01/2024;57546.36
11/01/2024;57519.4
16/10/2024;57128.48
18/04/2023;57107.15
05/11/2023;56670.46
17/03/2024;56662.61
07/04/2023;56644.96
29/03/2024;56376.49
18/06/2023;56180.64
13/02/2025;55886.12
05/08/2022;55862.01
24/05/2024;55784.6
11/03/2022;55735.25
30/04/2024;55730.83
19/11/2023;55686.97
12/08/2023;55631.76
30/01/2025;55629.02
20/09/2024;55574.25
27/08/2023;55467.34
02/08/2024;55378.44
03/09/2024;55284.35
19/06/2024;55265.84
29/10/2024;55182.9
14/08/2023;54942.18
19/03/2024;54920.91
16/01/2025;54773.79
19/10/2024;54731.29
06/01/2021;54648.34
25/08/2024;54626.06
15/07/2023;54509.61
23/09/2024;54367.26
07/09/2024;54327.33
24/08/2022;54323.06
10/11/2023;54142.62
16/06/2024;54075.05
09/06/2022;54013.75
02/11/2024;53688.88
20/01/2025;53620.77
15/03/2024;53425.69
27/03/2024;53365.15
23/07/2024;53332.31
28/03/2023;53144.84
05/12/2023;53127.9
06/09/2024;53071.32
30/01/2024;53032.38
12/10/2020;52994.02
22/08/2024;52885.74
08/09/2023;52779.05
30/10/2024;52723.31
01/02/2025;52652.73
07/08/2024;52648.29
27/06/2023;52621.15
15/02/2023;52578.36
06/05/2024;52548.17
12/01/2025;52535.37
24/06/2023;52514.19
24/12/2024;52504.47
24/09/2024;52289.01
25/12/2023;52158.5
02/02/2024;52098.47
04/05/2024;51533.96
15/12/2024;51420.56
19/12/2023;51119.87
24/11/2021;50960.68
02/07/2024;50928.97
21/03/2024;50901.62
29/06/2021;50857.86
31/12/2023;50755.2
25/09/2024;50627.23
12/05/2024;50626.11
02/04/2023;50522.13
27/05/2024;50453.64
25/06/2024;50414.77
30/03/2025;50308.23
19/09/2023;50264.23
07/11/2023;50179.25
23/09/2023;50153.72
10/12/2024;49999.42
12/05/2023;49859.68
19/11/2022;49832.75
17/05/2024;49800.93
19/09/2022;49704.15
26/09/2024;49599.24
24/11/2024;49577.01
29/09/2021;49551.15
16/11/2023;49480.29
19/07/2024;49447.5
17/10/2020;49302.68
04/10/2023;49146.13
03/01/2023;49116.87
20/10/2023;49044.57
27/04/2024;49016.01
04/01/2024;49001.49
14/12/2023;48983.66
01/08/2022;48912.75
11/12/2022;48862.05
22/02/2023;48855.37
24/06/2021;48851.1
26/03/2025;48840.37
31/10/2024;48833.5
25/10/2022;48829.62
02/07/2022;48793.78
27/06/2024;48779.1
05/07/2024;48617.07
26/12/2022;48346.29
29/10/2023;48335.61
21/09/2020;48188.57
27/09/2023;48184.98
15/02/2024;48184.49
17/01/2024;48037.22
21/08/2024;48034.11
30/07/2023;47836.8
22/06/2024;47832.52
03/09/2023;47684.28
24/01/2024;47542.98
31/07/2021;47476.36
29/05/2024;47401.82
30/12/2023;47278.8
20/02/2024;47235.61
09/11/2024;47087.97
28/07/2024;47074.93
06/01/2024;47067.24
04/02/2021;47062.54
07/09/2021;47024.46
25/12/2024;46893.1
04/05/2023;46855.39
31/10/2023;46837.86
20/04/2024;46795.93
14/07/2022;46727.65
29/10/2022;46711.06
07/04/2024;46624.98
25/01/2024;46600.73
16/02/2025;46348.6
03/06/2023;46087.48
30/07/2022;45976.02
23/02/2023;45852.95
04/03/2024;45819.86
25/11/2023;45753.81
11/11/2022;45682.46
08/07/2022;45621.5
12/12/2023;45614.52
01/05/2024;45597.77
28/09/2022;45548.27
04/09/2023;45516.81
01/03/2024;45397.91
27/02/2022;45380.87
04/12/2022;45376.06
18/01/2025;45334.01
03/04/2024;45260.1
11/05/2024;45249.55
11/02/2025;45212.77
30/11/2022;45136.26
01/11/2023;45134.57
15/07/2024;45115.72
06/01/2023;45110.69
30/11/2023;44886.85
11/11/2023;44848.96
07/08/2022;44773.36
29/09/2024;44703.68
12/06/2024;44677.92
29/12/2023;44674.46
30/05/2022;44454.13
02/03/2023;44408.06
22/07/2024;44404.51
10/09/2022;44360.31
19/03/2025;44347.14
20/10/2022;44326.57
19/05/2022;44162.47
16/03/2024;44155.33
23/08/2024;44085.09
27/03/2025;44041.57
20/08/2024;43957.39
12/02/2023;43896.34
28/10/2022;43894.95
15/11/2023;43877.42
07/03/2024;43860.92
29/07/2023;43788.94
27/10/2023;43702.53
13/01/2024;43634.7
19/05/2024;43634.18
21/03/2021;43486.67
19/04/2024;43478.24
16/09/2022;43442.93
10/04/2022;43435.47
07/05/2024;43386.16
30/03/2022;43155.12
06/07/2023;43154.98
08/11/2022;43116.81
29/05/2023;43042.28
08/01/2022;43003.84
16/01/2024;42964.54
27/12/2023;42850.06
02/11/2022;42838.78
07/01/2021;42709.12
12/01/2024;42622.99
06/12/2023;42614.54
02/03/2022;42489.39
21/05/2023;42453.66
11/07/2023;42448.93
28/02/2023;42399.62
31/05/2022;42254.69
03/12/2022;42208.34
19/10/2022;42167.9
26/02/2024;41914.63
19/01/2024;41886.37
14/10/2023;41703.64
20/04/2023;41623.09
21/12/2023;41571.63
01/05/2023;41547.87
17/05/2022;41449.2
14/05/2024;41409.29
29/01/2025;41291.3
29/04/2024;41222.91
22/07/2023;41218.21
26/08/2020;41185.61
20/03/2024;41156.32
09/02/2025;41149.75
21/08/2023;41126.42
29/04/2022;41118.92
24/03/2024;41112.4
18/09/2024;41068.93
06/10/2022;41033.91
18/08/2024;41007.13
07/03/2023;40955.41
12/12/2021;40921.74
05/09/2022;40915.9
13/01/2021;40763.51
21/07/2021;40710.69
17/09/2023;40700.08
08/10/2022;40605.56
14/03/2022;40551.28
21/04/2023;40491.09
01/01/2024;40490.2
24/08/2024;40459.01
16/11/2024;40419.21
16/08/2022;40357.07
06/04/2023;40263.65
11/06/2021;40217.64
07/03/2022;40002.87
05/04/2023;39939.3
20/07/2024;39886.78
05/12/2020;39873.92
14/04/2022;39799.93
11/02/2024;39757.95
13/07/2022;39680.03
23/03/2024;39634.49
08/06/2023;39585.12
11/08/2023;39584.19
07/12/2021;39580.75
29/07/2024;39448.99
31/08/2023;39343.42
25/09/2021;39337.97
28/03/2024;39289.78
28/08/2024;39289.57
30/05/2024;39276.22
25/12/2020;39236.4
08/05/2021;39226.57
08/10/2021;39204.9
07/09/2023;39203.58
25/04/2023;39125.18
18/03/2023;39119.95
30/05/2021;39102.84
24/11/2019;39036.31
31/07/2024;38992.91
12/07/2024;38910.11
04/08/2023;38864.3
19/06/2023;38835.84
01/06/2024;38828.15
05/01/2025;38813.72
18/09/2021;38761.77
25/01/2023;38707.46
26/09/2022;38627.31
10/02/2024;38605.18
18/12/2024;38461.36
18/03/2022;38304.62
18/07/2024;38298.07
09/12/2023;38206.83
23/11/2024;38188.62
20/08/2022;38149.0
20/01/2023;38119.83
24/04/2024;38041.77
24/07/2022;38037.39
29/01/2023;37988.2
27/04/2020;37979.74
22/02/2024;37922.46
13/01/2022;37818.79
18/11/2023;37791.86
15/04/2021;37779.81
02/12/2023;37755.36
18/08/2023;37753.7
11/12/2024;37690.38
03/05/2024;37683.8
20/01/2024;37662.11
13/12/2021;37604.31
24/11/2022;37593.78
14/09/2022;37587.79
08/09/2021;37513.99
01/02/2022;37420.33
17/06/2023;37414.53
05/10/2023;37338.38
16/05/2024;37274.49
14/11/2024;37271.93
02/01/2023;37240.88
10/10/2022;37230.05
21/05/2024;37225.81
07/12/2022;37219.44
03/07/2024;37139.61
26/03/2024;37069.49
01/03/2022;37025.74
03/12/2021;36988.88
20/06/2022;36980.24
06/08/2021;36915.44
15/03/2023;36712.73
13/04/2024;36649.91
08/08/2021;36649.13
06/04/2024;36552.51
23/03/2023;36516.68
21/04/2022;36453.29
27/07/2023;36435.24
16/12/2022;36388.46
08/05/2024;36325.24
17/08/2021;36305.42
18/04/2022;36255.04
04/07/2024;36210.1
25/03/2024;36208.39
09/11/2022;36206.92
25/11/2020;36065.63
31/12/2020;35976.51
09/06/2023;35888.55
17/04/2024;35877.55
08/08/2022;35858.24
18/04/2024;35792.86
26/07/2022;35764.65
13/10/2020;35722.27
20/03/2023;35666.99
07/07/2023;35657.51
26/10/2024;35631.94
28/11/2022;35615.22
30/08/2022;35593.82
18/01/2024;35544.44
21/02/2023;35543.22
20/09/2023;35463.59
08/03/2024;35458.47
30/11/2020;35457.13
02/03/2024;35449.95
18/10/2023;35424.64
22/06/2023;35319.06
23/01/2024;35295.5
24/09/2023;35292.28
01/12/2023;35280.2
12/11/2022;35226.63
12/02/2024;35220.63
15/05/2023;35213.0
30/10/2021;35209.17
09/09/2023;35171.62
13/11/2022;35090.35
13/10/2023;35081.22
17/01/2023;35031.24
07/05/2023;34992.87
08/03/2022;34970.36
21/05/2022;34903.01
28/01/2022;34884.9
28/11/2023;34872.38
05/05/2022;34857.76
04/06/2023;34807.5
10/12/2023;34789.79
30/04/2023;34773.38
22/11/2023;34540.25
07/06/2024;34382.08
04/01/2023;34373.53
08/02/2024;34366.29
30/09/2023;34362.96
22/01/2024;34333.95
17/10/2022;34320.43
11/11/2024;34311.48
22/08/2022;34278.66
10/06/2022;34228.9
16/08/2023;34209.28
11/02/2023;34175.68
17/07/2024;34085.07
31/03/2022;33945.85
31/05/2024;33929.12
13/02/2022;33868.69
25/04/2024;33852.32
04/06/2024;33799.26
21/07/2024;33793.95
24/10/2023;33763.3
15/08/2020;33756.69
10/02/2023;33720.07
13/01/2025;33700.08
12/10/2022;33637.58
26/07/2023;33620.67
29/04/2023;33604.49
10/05/2024;33540.62
15/01/2023;33512.68
01/08/2023;33371.44
17/08/2023;33335.25
29/09/2022;33154.69
20/01/2021;33086.19
13/03/2024;33069.91
13/05/2021;32975.56
05/01/2023;32928.66
29/12/2022;32759.33
31/05/2023;32753.98
16/12/2023;32740.88
05/11/2021;32705.68
22/09/2021;32679.03
05/03/2024;32667.37
29/08/2021;32631.25
05/10/2022;32621.98
02/08/2022;32572.72
23/05/2024;32544.67
12/07/2021;32482.11
06/06/2023;32465.75
08/11/2021;32465.7
22/04/2024;32441.11
23/02/2020;32417.5
22/11/2024;32413.64
24/12/2021;32388.29
25/09/2022;32385.41
23/11/2023;32326.26
15/05/2020;32314.53
10/01/2024;32264.74
05/02/2023;32245.75
17/11/2023;32239.81
17/11/2022;32225.11
30/07/2021;32212.07
04/10/2022;32150.05
02/07/2021;32133.07
03/02/2024;32120.81
23/05/2021;32021.77
29/09/2023;31959.84
30/10/2022;31889.27
04/03/2025;31821.79
03/11/2023;31813.12
17/01/2022;31779.29
18/01/2022;31772.76
21/12/2021;31669.38
27/11/2021;31629.81
24/06/2020;31623.16
23/10/2023;31489.93
05/04/2022;31428.38
17/12/2022;31408.75
16/01/2021;31376.44
14/06/2023;31366.47
04/11/2023;31330.03
09/02/2023;31315.92
09/02/2024;31297.9
18/08/2022;31274.95
24/05/2023;31216.76
01/09/2023;31209.56
10/09/2023;31207.79
12/06/2023;31079.83
11/06/2023;31052.73
27/01/2024;31048.32
29/12/2021;31013.15
02/05/2023;31011.86
30/06/2024;30921.63
07/01/2023;30907.45
14/12/2022;30870.84
02/05/2021;30846.92
25/07/2024;30842.53
05/01/2024;30838.5
27/01/2021;30799.59
21/06/2023;30712.7
09/03/2023;30690.47
28/08/2022;30660.79
20/07/2021;30637.32
21/08/2021;30539.73
25/05/2023;30538.8
18/11/2022;30479.5
03/07/2022;30440.01
14/07/2024;30433.59
13/10/2022;30424.48
02/12/2022;30408.18
22/02/2022;30404.12
19/05/2023;30388.37
02/09/2024;30324.48
11/04/2024;30291.25
27/11/2023;30177.37
11/09/2023;30123.63
23/01/2021;30102.85
10/10/2023;29992.87
21/11/2023;29977.87
15/11/2022;29963.77
15/10/2023;29955.34
22/08/2021;29954.2
04/09/2021;29936.75
26/08/2022;29926.13
10/07/2023;29924.54
14/12/2020;29901.84
17/05/2020;29833.25
09/12/2022;29823.31
24/07/2021;29655.38
30/08/2023;29637.03
25/10/2023;29635.07
07/01/2024;29607.13
19/03/2023;29596.75
08/03/2023;29567.92
06/06/2021;29447.69
19/12/2021;29435.91
09/08/2024;29381.53
16/09/2023;29358.85
24/09/2022;29246.73
19/10/2021;29241.05
27/10/2020;29200.01
27/04/2025;29197.54
22/03/2024;29193.53
30/12/2024;29186.43
07/10/2023;29120.41
28/09/2021;29118.38
14/04/2023;29111.14
02/12/2019;29064.88
03/07/2023;29064.49
02/10/2022;29042.41
09/11/2021;29034.97
10/01/2020;28985.07
22/09/2022;28958.91
17/01/2025;28919.29
17/07/2023;28916.64
15/03/2022;28847.28
02/07/2023;28701.24
10/01/2023;28685.47
20/05/2022;28678.49
24/12/2022;28669.63
21/09/2023;28656.26
20/04/2022;28582.39
20/08/2023;28555.26
16/01/2022;28541.09
23/01/2023;28508.49
04/04/2021;28449.57
18/01/2023;28387.82
16/04/2022;28372.25
24/10/2020;28336.51
19/01/2022;28330.95
10/03/2024;28324.11
02/06/2022;28259.76
12/10/2023;28224.4
24/07/2023;28217.99
19/04/2022;28082.44
25/03/2022;28080.15
04/11/2021;28070.71
08/05/2023;28034.57
14/01/2022;28014.54
08/08/2024;27880.72
15/09/2024;27848.09
22/05/2021;27844.26
14/09/2023;27841.5
20/09/2022;27830.64
26/02/2021;27814.89
24/09/2021;27810.98
04/09/2022;27776.15
03/10/2023;27732.83
17/08/2022;27710.96
14/02/2022;27709.55
24/01/2023;27614.51
02/09/2023;27568.87
28/06/2024;27552.44
06/03/2024;27545.47
05/09/2023;27533.55
21/11/2022;27488.31
19/01/2023;27468.15
21/12/2024;27450.26
22/03/2021;27442.77
18/12/2021;27369.32
04/07/2023;27263.89
03/11/2024;27262.61
04/02/2020;27216.41
16/11/2022;27179.78
06/01/2022;27169.24
04/07/2021;27111.94
19/11/2021;27094.06
28/07/2023;27032.23
21/10/2021;27014.54
19/02/2024;27004.5
28/08/2023;26971.31
19/02/2022;26968.95
13/09/2019;26946.5
20/06/2020;26924.05
07/05/2022;26732.11
07/07/2022;26687.13
25/02/2022;26686.12
04/03/2023;26670.62
27/03/2021;26609.01
11/11/2020;26545.33
31/10/2020;26525.58
05/03/2023;26511.51
15/04/2022;26500.4
02/08/2023;26456.34
23/07/2021;26444.99
09/08/2020;26392.25
27/05/2021;26332.12
28/07/2022;26291.49
09/10/2023;26285.81
02/08/2020;26263.43
21/02/2024;26194.81
02/06/2023;26191.15
27/10/2024;26167.15
08/12/2022;26164.27
03/12/2023;26147.35
06/10/2023;26137.98
28/05/2023;26093.73
09/08/2022;26093.56
25/07/2020;26036.58
06/02/2022;26020.2
04/04/2022;26009.2
23/12/2023;25999.33
26/06/2023;25936.95
19/05/2021;25820.1
18/09/2022;25662.05
24/10/2021;25642.39
12/08/2022;25625.76
29/08/2023;25520.41
13/11/2023;25510.07
03/10/2020;25503.24
24/06/2022;25491.83
05/02/2022;25423.26
01/10/2022;25405.05
16/06/2023;25377.85
22/05/2024;25367.39
13/04/2023;25296.21
27/02/2021;25275.34
09/01/2024;25230.55
11/07/2022;25225.8
18/11/2020;25139.3
15/07/2022;25009.14
25/07/2023;24993.69
17/11/2021;24985.49
11/01/2021;24891.78
08/09/2022;24817.89
26/07/2024;24813.62
02/04/2024;24738.1
07/02/2022;24649.9
06/06/2020;24623.89
17/03/2023;24534.34
13/09/2022;24419.75
13/02/2023;24390.53
23/10/2022;24362.85
17/02/2023;24292.22
29/11/2020;24282.86
31/03/2023;24219.88
26/01/2024;24189.14
18/06/2020;24161.59
20/05/2024;24159.46
10/07/2024;24135.47
07/06/2022;24087.18
07/06/2021;24084.36
10/05/2023;23996.41
26/02/2023;23989.68
18/11/2021;23875.25
31/12/2021;23873.32
06/07/2024;23870.02
13/09/2024;23856.48
17/07/2021;23791.9
20/11/2021;23776.66
23/01/2022;23776.03
10/02/2022;23590.17
09/04/2023;23584.78
22/04/2022;23564.45
15/09/2021;23564.32
23/02/2021;23536.95
29/02/2024;23533.48
26/12/2023;23449.05
30/06/2023;23446.34
26/10/2022;23432.73
01/11/2022;23419.47
03/09/2021;23409.27
26/10/2023;23294.66
20/05/2023;23287.29
19/08/2022;23269.52
01/06/2023;23249.42
27/03/2023;23171.84
22/06/2021;23160.63
27/07/2022;23151.54
12/01/2023;23135.73
14/11/2022;23105.03
29/06/2023;22925.91
12/01/2021;22870.72
27/09/2022;22860.3
14/03/2023;22836.98
02/02/2023;22831.87
14/08/2020;22812.11
07/02/2023;22780.83
19/07/2022;22708.16
28/09/2023;22704.36
28/04/2023;22677.78
30/11/2021;22584.35
16/02/2023;22580.27
09/02/2022;22556.61
09/05/2021;22510.1
08/06/2022;22492.46
30/12/2020;22469.06
28/05/2022;22468.02
13/06/2022;22465.75
03/05/2022;22433.36
25/07/2022;22422.6
05/08/2023;22400.51
13/03/2022;22371.17
21/11/2021;22364.36
03/11/2021;22317.26
20/02/2021;22308.49
10/09/2020;22290.37
16/07/2024;22227.85
18/05/2024;22180.39
02/08/2021;22157.2
13/02/2021;22120.35
20/06/2023;21988.66
21/08/2022;21948.44
14/05/2022;21888.25
24/03/2022;21869.67
05/07/2022;21829.46
26/09/2020;21826.92
18/10/2021;21822.17
28/01/2024;21733.47
11/08/2024;21713.76
12/09/2022;21660.99
05/12/2022;21657.13
16/01/2023;21630.1
23/07/2023;21620.42
31/07/2023;21610.34
28/04/2024;21579.51
01/12/2022;21494.05
24/11/2023;21422.57
28/03/2022;21394.78
01/04/2020;21334.35
20/03/2022;21232.94
19/07/2020;21198.51
02/04/2022;21182.35
19/08/2020;21163.52
25/08/2023;21160.68
29/07/2021;21095.0
04/03/2022;21048.36
23/03/2021;21004.21
09/10/2022;20931.07
22/04/2021;20909.9
08/02/2023;20885.69
07/09/2022;20883.0
23/06/2023;20866.51
05/01/2022;20740.19
01/07/2023;20617.28
15/02/2022;20529.22
28/08/2021;20484.87
04/11/2022;20483.96
06/06/2022;20483.37
23/07/2022;20473.42
23/12/2022;20406.97
04/02/2023;20403.79
13/11/2020;20363.98
15/12/2020;20339.52
26/08/2021;20333.69
08/11/2023;20261.97
14/11/2023;20244.63
17/12/2023;20208.0
06/07/2021;20188.33
09/01/2021;20187.9
22/03/2020;20173.77
24/02/2021;20163.14
28/06/2023;20155.67
05/05/2023;20067.07
10/07/2022;20047.99
14/02/2023;20030.04
11/10/2021;19960.64
25/01/2021;19879.84
06/07/2022;19862.58
22/01/2020;19831.5
23/09/2022;19796.07
30/04/2022;19762.43
16/06/2022;19744.98
16/04/2021;19740.02
10/07/2021;19694.37
06/11/2019;19683.88
25/06/2022;19669.62
26/11/2021;19654.72
22/02/2021;19645.35
06/12/2022;19616.62
25/05/2020;19551.99
15/08/2023;19458.87
04/01/2020;19437.77
07/04/2021;19389.02
24/03/2021;19379.3
13/04/2021;19372.78
